"","type","by","post_id","post_link","post_message","picture","full_picture","link","link_domain","post_published","post_published_unix","post_published_sql","likes_count_fb","comments_count_fb","reactions_count_fb","shares_count_fb","engagement_fb","source"
"510","video","post_page_889307941125736","889307941125736_1126272180762643","https://www.facebook.com/889307941125736/posts/1126272180762643","Go behind the scenes with Hillary  Raymond Braun  and Hamilton: An American Musical s Renée Elise Goldsberry at the Apollo Theater in New York.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12594398_1126278957428632_216149508_n.jpg?oh=2d57e1e7f26ef0325e60325975e5b275&oe=5AA01B67","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12594398_1126278957428632_216149508_n.jpg?oh=8aa68d712f9f0e38b4b0ff0d80809485&oe=5AA86B1B","https://www.facebook.com/hillaryclinton/videos/1126272180762643/","facebook.com","2016-04-18T19:55:15+0000",1461009315,"2016-04-18 21:55:15",7295,2075,7851,651,10577,"Hillary Clinton"
"511","video","post_page_889307941125736","889307941125736_1126194137437114","https://www.facebook.com/889307941125736/posts/1126194137437114","No child should have to live in fear of losing her parents to deportation. #FightForFamilies","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12323316_1126195587436969_252031803_n.jpg?oh=5fae5ef69570e47fbbbe77e91d99513e&oe=5AA82E59","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12323316_1126195587436969_252031803_n.jpg?oh=1747148e1af3942b7e22d91ee9a7d77a&oe=5A9FF625","https://www.facebook.com/hillaryclinton/videos/1126194137437114/","facebook.com","2016-04-18T17:45:40+0000",1461001540,"2016-04-18 19:45:40",13006,2540,14238,1933,18711,"Hillary Clinton"
"512","video","post_page_889307941125736","889307941125736_1125731084150086","https://www.facebook.com/889307941125736/posts/1125731084150086","Our diversity is a strength  not a weakness. And if we stand up for our values—yes  our New York values—instead of turning to division and hate  there s nothing we can t do. If we have each other s backs and lift each other up  we can break down all the barriers holding us back. hrc.io/NYvote","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12419452_1125735554149639_1358628019_n.jpg?oh=d48bff19b4eee83bbb3747475a69bc49&oe=5A96FFBC","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12419452_1125735554149639_1358628019_n.jpg?oh=3597ef63237f61909fb161bd612a3554&oe=5A8AE56C","https://www.facebook.com/hillaryclinton/videos/1125731084150086/","facebook.com","2016-04-18T01:11:00+0000",1460941860,"2016-04-18 03:11:00",15916,4949,17717,3921,26587,"Hillary Clinton"
"513","video","post_page_889307941125736","889307941125736_1125613204161874","https://www.facebook.com/889307941125736/posts/1125613204161874","Some of the sights on Raymond Braun s tour of Hillary HQ: the volunteer center  the view  and  the H wall. ","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12323012_1125621850827676_58879041_n.jpg?oh=432705d1fab563bf07b5a97a1c842359&oe=5AA3F191","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12323012_1125621850827676_58879041_n.jpg?oh=700db9cb2413189a72c9617ac995aa97&oe=5AA6A88B","https://www.facebook.com/hillaryclinton/videos/1125613204161874/","facebook.com","2016-04-17T22:45:00+0000",1460933100,"2016-04-18 00:45:00",5089,2075,5607,547,8229,"Hillary Clinton"
"514","video","post_page_889307941125736","889307941125736_1125605444162650","https://www.facebook.com/889307941125736/posts/1125605444162650","Lonnie and Sandy Phillips lost their daughter in the Aurora  Colorado theater shooting. Now  they re being forced to pay the legal fees of the gun dealer who sold 4 000 rounds of ammunition to the shooter online  without so much as asking for an ID. Why? Because there s a law on the books that makes it virtually impossible to hold irresponsible gun makers and dealers accountable.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12378706_1125606847495843_1363048607_n.jpg?oh=55f0e7418de70167ea4cfc2be9896172&oe=5A8C1616","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12378706_1125606847495843_1363048607_n.jpg?oh=62b3220dec08d81afdee1dc4c9a35157&oe=5A98C6C6","https://www.facebook.com/hillaryclinton/videos/1125605444162650/","facebook.com","2016-04-17T20:35:59+0000",1460925359,"2016-04-17 22:35:59",7800,2641,10003,2226,14870,"Hillary Clinton"
"515","video","post_page_889307941125736","889307941125736_1125375697518958","https://www.facebook.com/889307941125736/posts/1125375697518958","“I love you  New York! Go vote!” —Carole King","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12526069_1125381400851721_473578033_n.jpg?oh=1fb8664a5379c15293ef34f3ad35079a&oe=5A88C78D","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12526069_1125381400851721_473578033_n.jpg?oh=4320f28a4d038f5447e279895f5e9aa0&oe=5AD6A1F1","https://www.facebook.com/hillaryclinton/videos/1125375697518958/","facebook.com","2016-04-17T14:05:00+0000",1460901900,"2016-04-17 16:05:00",21670,3704,23650,4406,31760,"Hillary Clinton"
"516","video","post_page_889307941125736","889307941125736_1124383654284829","https://www.facebook.com/889307941125736/posts/1124383654284829","We need a president who will take action on gun violence and stand with victims  families against the gun lobby.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12440826_1124385440951317_988378599_n.jpg?oh=364a98d68ddeeff77f072cc38584969f&oe=5A92F148","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12440826_1124385440951317_988378599_n.jpg?oh=9d8b743fa8bf68228c8db02c68cbd6f2&oe=5A92FF34","https://www.facebook.com/hillaryclinton/videos/1124383654284829/","facebook.com","2016-04-16T01:30:00+0000",1460770200,"2016-04-16 03:30:00",8037,4444,8967,1103,14514,"Hillary Clinton"
"517","video","post_page_889307941125736","889307941125736_1124355657620962","https://www.facebook.com/889307941125736/posts/1124355657620962"," If a young man believes that he might be a senator or president of the United States  you don t have to tell them not to join a gang. He won t do it because he sees the possibilities for himself. ","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12514694_1124357924287402_470957488_n.jpg?oh=b365cf1bde6d3705549e2b98931ef4ac&oe=5A902006","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12514694_1124357924287402_470957488_n.jpg?oh=a4838975a21020f8b565ac9a967671e6&oe=5A9A927A","https://www.facebook.com/hillaryclinton/videos/1124355657620962/","facebook.com","2016-04-16T00:00:00+0000",1460764800,"2016-04-16 02:00:00",6911,2154,7406,1361,10921,"Hillary Clinton"
"518","video","post_page_889307941125736","889307941125736_1124359634287231","https://www.facebook.com/889307941125736/posts/1124359634287231","If you thought last night s debate was competitive...","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12104251_1124361210953740_1767684274_n.jpg?oh=4a4c6c9a0525faeaf2b122843e1d7949&oe=5A986457","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12104251_1124361210953740_1767684274_n.jpg?oh=8dfaba04e705ef6a53075030777c6635&oe=5A902E87","https://www.facebook.com/hillaryclinton/videos/1124359634287231/","facebook.com","2016-04-15T22:14:50+0000",1460758490,"2016-04-16 00:14:50",21251,4445,23550,3425,31420,"Hillary Clinton"
"519","video","post_page_889307941125736","889307941125736_1124313320958529","https://www.facebook.com/889307941125736/posts/1124313320958529","Women s rights aren t a  distraction.  They re at the heart of who we are—and we need to defend them.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12672285_1124314434291751_387445852_n.jpg?oh=b8d6622fc8d4b6b6ce47bafe41cf2bce&oe=5A982CEF","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12672285_1124314434291751_387445852_n.jpg?oh=7537683c3e5b6886bbb2f153cf9b918e&oe=5A9B1D93","https://www.facebook.com/hillaryclinton/videos/1124313320958529/","facebook.com","2016-04-15T20:43:18+0000",1460752998,"2016-04-15 22:43:18",10189,2466,11310,1398,15174,"Hillary Clinton"
"520","video","post_page_889307941125736","889307941125736_1123744714348723","https://www.facebook.com/889307941125736/posts/1123744714348723"," Senator Sanders said he had to question my judgment. Well  the people of New York voted for me twice to be their senator  and President Obama trusted my judgment enough to ask me to be secretary of state.  —Hillary #DemDebate","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12719918_1123745337681994_1524734887_n.jpg?oh=8b1432e00f01d96f6f632efd41cb243b&oe=5A8D7F15","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12719918_1123745337681994_1524734887_n.jpg?oh=8da7d9b44fbc4ccb22b290154cdb8f87&oe=5A8D65C5","https://www.facebook.com/hillaryclinton/videos/1123744714348723/","facebook.com","2016-04-15T16:03:26+0000",1460736206,"2016-04-15 18:03:26",32380,6794,35985,3429,46208,"Hillary Clinton"
"521","video","post_page_889307941125736","889307941125736_1123796604343534","https://www.facebook.com/889307941125736/posts/1123796604343534","Donald Trump said women should be punished for seeking an abortion. That s not a distraction—it s a disgrace. #DemDebate","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12323195_1123800901009771_860182089_n.jpg?oh=dfdc50ba37b3579638f0e1fdfd17594f&oe=5AA91401","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12323195_1123800901009771_860182089_n.jpg?oh=839503f42d5007fe4e60e0299f709ea3&oe=5A9F207D","https://www.facebook.com/hillaryclinton/videos/1123796604343534/","facebook.com","2016-04-15T03:12:22+0000",1460689942,"2016-04-15 05:12:22",29313,5207,32075,3993,41275,"Hillary Clinton"
"522","video","post_page_889307941125736","889307941125736_1123754057681122","https://www.facebook.com/889307941125736/posts/1123754057681122","We need a president who will always put families above the gun lobby. #DemDebate","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12525919_1123756957680832_72393078_n.jpg?oh=1329954193e71439e053a5110f4de1cb&oe=5A8F103A","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12525919_1123756957680832_72393078_n.jpg?oh=98bbd6ce9f83e9141c5449544cef186f&oe=5AA84420","https://www.facebook.com/hillaryclinton/videos/1123754057681122/","facebook.com","2016-04-15T02:01:50+0000",1460685710,"2016-04-15 04:01:50",20263,4827,22537,2442,29806,"Hillary Clinton"
"523","video","post_page_889307941125736","889307941125736_1123710687685459","https://www.facebook.com/889307941125736/posts/1123710687685459","#TBT to Hillary in a 2000 debate. Tune in for tonight s #DemDebate at 9:00 p.m. ET.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12719910_1123711701018691_1995860394_n.jpg?oh=56e95ac716c72ef2d07ab07ed64aa601&oe=5A8BF26E","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12719910_1123711701018691_1995860394_n.jpg?oh=95763dedee3ca953c668b21035590648&oe=5A93CCBE","https://www.facebook.com/hillaryclinton/videos/1123710687685459/","facebook.com","2016-04-15T00:40:00+0000",1460680800,"2016-04-15 02:40:00",7404,1388,8128,856,10372,"Hillary Clinton"
"524","video","post_page_889307941125736","889307941125736_1123579947698533","https://www.facebook.com/889307941125736/posts/1123579947698533","Hillary at the last #DemDebate:  You don t make America great by getting rid of everything that made America great.  Tune in to CNN tonight at 9:00 p.m. ET.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12496576_1123585367697991_1886455695_n.jpg?oh=a51c1ec4c20c670fb2e949b7e22f8100&oe=5AA5DF53","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12496576_1123585367697991_1886455695_n.jpg?oh=884c13a0e4760a0685d9ccc4869af06e&oe=5AD44983","https://www.facebook.com/hillaryclinton/videos/1123579947698533/","facebook.com","2016-04-14T20:26:10+0000",1460665570,"2016-04-14 22:26:10",7331,2253,8112,1143,11508,"Hillary Clinton"
"525","video","post_page_889307941125736","889307941125736_1123359137720614","https://www.facebook.com/889307941125736/posts/1123359137720614","Environmental justice isn t just a public health issue—it s a civil rights issue.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/10677873_1123362164386978_1084604476_n.jpg?oh=529de08cc1d1c43307b2eafce02d9485&oe=5A8B666F","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/10677873_1123362164386978_1084604476_n.jpg?oh=910b313514e896617f3ca67cff670b17&oe=5A8B24BF","https://www.facebook.com/hillaryclinton/videos/1123359137720614/","facebook.com","2016-04-14T14:00:01+0000",1460642401,"2016-04-14 16:00:01",10166,2462,10939,1319,14720,"Hillary Clinton"
"526","video","post_page_889307941125736","889307941125736_1122292811160580","https://www.facebook.com/889307941125736/posts/1122292811160580","A young woman asked Hillary:  Do you think that when you’re president  you’ll be paid as much as a man?” Here’s her answer. #EqualPayDay","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12109431_1122297027826825_1239902273_n.jpg?oh=eb3b6de10cd56329cd7b04cba062d785&oe=5A9AAAB8","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12109431_1122297027826825_1239902273_n.jpg?oh=3b2e046b2e647a754f599e18a11cacc1&oe=5A985068","https://www.facebook.com/hillaryclinton/videos/1122292811160580/","facebook.com","2016-04-13T00:30:00+0000",1460507400,"2016-04-13 02:30:00",42785,4272,46699,8558,59529,"Hillary Clinton"
"527","video","post_page_889307941125736","889307941125736_1122238887832639","https://www.facebook.com/889307941125736/posts/1122238887832639","The wage gap between men and women  visualized. (It’s worse than you think.) #EqualPayDay","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12719933_1122239844499210_1428107263_n.jpg?oh=c91b13a89770035e90bf001defa00691&oe=5A90D32D","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12719933_1122239844499210_1428107263_n.jpg?oh=2c3817f2beb17c3360e5951556c9d284&oe=5AA42AFD","https://www.facebook.com/hillaryclinton/videos/1122238887832639/","facebook.com","2016-04-12T21:06:00+0000",1460495160,"2016-04-12 23:06:00",7010,1818,7764,1222,10804,"Hillary Clinton"
"528","video","post_page_889307941125736","889307941125736_1122035654519629","https://www.facebook.com/889307941125736/posts/1122035654519629","A year ago today  we launched this campaign. It’s remarkable how far we’ve come: this team is millions strong  in every state and territory  and the best is still yet to come. Thank you for being a part of it—let s keep going.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12594205_1122039567852571_551224406_n.jpg?oh=1054da7da857745f1a4605ceeb03fc56&oe=5AD2FE74","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12594205_1122039567852571_551224406_n.jpg?oh=e645b1450eaefc66d9b8588c70bce457&oe=5AD35208","https://www.facebook.com/hillaryclinton/videos/1122035654519629/","facebook.com","2016-04-12T16:13:44+0000",1460477624,"2016-04-12 18:13:44",5639,1665,6170,570,8405,"Hillary Clinton"
"529","video","post_page_889307941125736","889307941125736_1121487571241104","https://www.facebook.com/889307941125736/posts/1121487571241104","A majority of Americans (and gun owners) support commonsense steps to reduce gun violence. Share this if you re one of them.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12720123_1121488617907666_1743140370_n.jpg?oh=3bd9a90c3e4dded3f4f0e05e12129e91&oe=5A8D82C7","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12720123_1121488617907666_1743140370_n.jpg?oh=f5605f8786fe45b5ba603e9cef2c047f&oe=5AA0D917","https://www.facebook.com/hillaryclinton/videos/1121487571241104/","facebook.com","2016-04-12T00:00:01+0000",1460419201,"2016-04-12 02:00:01",10706,3459,11455,2358,17272,"Hillary Clinton"
"530","video","post_page_889307941125736","889307941125736_1120934141296447","https://www.facebook.com/889307941125736/posts/1120934141296447","Deeply moved by Maryanne s story. Had to share it. This is why we fought so hard to pass the Affordable Care Act.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12323496_1120936024629592_266480406_n.jpg?oh=1a41ba984c6c19e3d9116fdeed4cff6b&oe=5AA46F1C","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12323496_1120936024629592_266480406_n.jpg?oh=9ffa7bf136be7b883ec6980b6743df51&oe=5AA02560","https://www.facebook.com/hillaryclinton/videos/1120934141296447/","facebook.com","2016-04-11T00:05:00+0000",1460333100,"2016-04-11 02:05:00",19472,4595,21952,6232,32779,"Hillary Clinton"
"531","video","post_page_889307941125736","889307941125736_1120881664635028","https://www.facebook.com/889307941125736/posts/1120881664635028","Happy birthday to a personal hero  Dolores Huerta.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12526158_1120889881300873_1521523249_n.jpg?oh=04856165eecaa0ca42d9ab8f80f0b21d&oe=5AA03E02","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12526158_1120889881300873_1521523249_n.jpg?oh=0cf5d0d301edb2c198c4f0c495667e7e&oe=5A99E4D2","https://www.facebook.com/hillaryclinton/videos/1120881664635028/","facebook.com","2016-04-10T21:44:50+0000",1460324690,"2016-04-10 23:44:50",19945,3165,21439,2116,26720,"Hillary Clinton"
"532","video","post_page_889307941125736","889307941125736_1118892271500634","https://www.facebook.com/889307941125736/posts/1118892271500634"," Gay rights are human rights.  Watch how Hillary helped advance gay rights around the world as secretary of state.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12066891_1118894168167111_39390557_n.jpg?oh=8dd9e4309d665af406f0b1cd7576aa75&oe=5AD3FAAD","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12066891_1118894168167111_39390557_n.jpg?oh=5b1662cab0a3aa4bbe1facb709983aac&oe=5A9E7CB7","https://www.facebook.com/hillaryclinton/videos/1118892271500634/","facebook.com","2016-04-08T01:00:00+0000",1460077200,"2016-04-08 03:00:00",19041,4805,20875,3770,29450,"Hillary Clinton"
"533","video","post_page_889307941125736","889307941125736_1118955534827641","https://www.facebook.com/889307941125736/posts/1118955534827641","Fighting for women and girls for 40 years and counting.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12496580_1118959054827289_459798293_n.jpg?oh=235ad715768fdc3625535010b0f03f72&oe=5AA2F1A3","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12496580_1118959054827289_459798293_n.jpg?oh=262272461db3ce0a082a3e9528fbcd72&oe=5AA193DF","https://www.facebook.com/hillaryclinton/videos/1118955534827641/","facebook.com","2016-04-07T23:55:01+0000",1460073301,"2016-04-08 01:55:01",21690,2756,23548,4843,31147,"Hillary Clinton"
"534","video","post_page_889307941125736","889307941125736_1118784871511374","https://www.facebook.com/889307941125736/posts/1118784871511374"," I think Hillary will go down as one of the finest secretaries of state we ve had.  –President Obama","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12322990_1118785948177933_179382812_n.jpg?oh=4490008b2456bd5de46c90b5e147d5fa&oe=5A9AF0D2","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12322990_1118785948177933_179382812_n.jpg?oh=c4807175a8791417e326728fb23ff72d&oe=5AA43DAE","https://www.facebook.com/hillaryclinton/videos/1118784871511374/","facebook.com","2016-04-07T19:26:48+0000",1460057208,"2016-04-07 21:26:48",44850,5203,48759,9618,63580,"Hillary Clinton"
"535","video","post_page_889307941125736","889307941125736_1118717834851411","https://www.facebook.com/889307941125736/posts/1118717834851411"," She is the best qualified person for this moment in history I ve ever seen.  —President Bill Clinton","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12441116_1118720001517861_859694123_n.jpg?oh=59c3bdb5349d7fa26bf7b8696e7cd4e3&oe=5A95C54F","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12441116_1118720001517861_859694123_n.jpg?oh=1b7d0f9c7cf823ca635d1d63b5935006&oe=5AA95833","https://www.facebook.com/hillaryclinton/videos/1118717834851411/","facebook.com","2016-04-07T16:43:02+0000",1460047382,"2016-04-07 18:43:02",18375,4628,20290,3425,28343,"Hillary Clinton"
"536","video","post_page_889307941125736","889307941125736_1118232541566607","https://www.facebook.com/889307941125736/posts/1118232541566607","We need a president who can bring people together. Hate and bigotry have no place in New York.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12378519_1118234898233038_1828318338_n.jpg?oh=667de07e91740a5389bb06592e88e6d1&oe=5AA7B5FD","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12378519_1118234898233038_1828318338_n.jpg?oh=2ae40fc63d7b0c545a5af6a91b3aa985&oe=5AA95B2D","https://www.facebook.com/hillaryclinton/videos/1118232541566607/","facebook.com","2016-04-07T00:03:22+0000",1459987402,"2016-04-07 02:03:22",22392,5651,24227,2380,32258,"Hillary Clinton"
"537","video","post_page_889307941125736","889307941125736_1118138464909348","https://www.facebook.com/889307941125736/posts/1118138464909348","Senator Sanders prioritized gun manufacturers  rights and immunity from liability over the parents of the children killed at Sandy Hook. That s wrong.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12474170_1118141064909088_211194259_n.jpg?oh=0214612563c4cc591b9f61b9e2df1a1f&oe=5A8C0613","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12474170_1118141064909088_211194259_n.jpg?oh=22d6d5fb601fa37feeefca0fc81c208d&oe=5A9E7C6F","https://www.facebook.com/hillaryclinton/videos/1118138464909348/","facebook.com","2016-04-06T20:09:44+0000",1459973384,"2016-04-06 22:09:44",22460,13800,25654,4440,43894,"Hillary Clinton"
"538","video","post_page_889307941125736","889307941125736_1117384204984774","https://www.facebook.com/889307941125736/posts/1117384204984774","Loved talking with The View about being a grandmother.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12496726_1117387588317769_294596389_n.jpg?oh=0af2c09ba071e409e0343b39c71290a1&oe=5A9BB6EE","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12496726_1117387588317769_294596389_n.jpg?oh=54cd7c1e1d822b9179c822cfc3e9cd56&oe=5AA38792","https://www.facebook.com/hillaryclinton/videos/1117384204984774/","facebook.com","2016-04-05T23:00:00+0000",1459897200,"2016-04-06 01:00:00",30305,3311,33786,3896,40993,"Hillary Clinton"
"539","video","post_page_889307941125736","889307941125736_1117366418319886","https://www.facebook.com/889307941125736/posts/1117366418319886","Hillary in 1995: Raising the minimum wage is the right thing to do. Hillary in 2016: Still true.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12594360_1117372474985947_28748347_n.jpg?oh=50059c4371dc6e3426421a684760da9d&oe=5AA3FA48","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12594360_1117372474985947_28748347_n.jpg?oh=0d700145a167130ee97233778d8493f4&oe=5AA83A52","https://www.facebook.com/hillaryclinton/videos/1117366418319886/","facebook.com","2016-04-05T21:35:56+0000",1459892156,"2016-04-05 23:35:56",23261,3416,24864,3551,31831,"Hillary Clinton"
"540","photo","post_page_889307941125736","889307941125736_1116086301781231","https://www.facebook.com/889307941125736/posts/1116086301781231","Some of our favorite moments from the campaign trail in March. hrc.io/1RS5F90","https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12938294_1116086301781231_2655464836846542684_n.jpg?oh=d60265e044cace2fa3e1b38d0fdb3592&oe=5A8EF6B9","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12938294_1116086301781231_2655464836846542684_n.jpg?oh=cc5c3adf454d09f0e5ac7e2fc6cb253b&oe=5A9E0DAC","https://www.facebook.com/hillaryclinton/photos/a.1116086241781237.1073741852.889307941125736/1116086301781231/?type=3","facebook.com","2016-04-03T22:59:51+0000",1459724391,"2016-04-04 00:59:51",21418,2719,22784,1359,26862,"Hillary Clinton"
"541","video","post_page_889307941125736","889307941125736_1115399258516602","https://www.facebook.com/889307941125736/posts/1115399258516602","Pre-game pep talk in Syracuse.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12066838_1115400485183146_51839074_n.jpg?oh=a0eb61425f719ecfa88c393041928b5d&oe=5AA64928","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12066838_1115400485183146_51839074_n.jpg?oh=50c390e3d364e74d6612dddfa7577f56&oe=5A9DAF32","https://www.facebook.com/hillaryclinton/videos/1115399258516602/","facebook.com","2016-04-03T00:00:01+0000",1459641601,"2016-04-03 02:00:01",7449,3719,8058,806,12583,"Hillary Clinton"
"542","video","post_page_889307941125736","889307941125736_1115355101854351","https://www.facebook.com/889307941125736/posts/1115355101854351","We can t let Republican governors like Scott Walker get in the way of affordable education. Read Hillary s plan to make sure costs won t be a barrier when it comes to paying for college: http://hrc.io/college","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12066837_1115357701854091_1480090708_n.jpg?oh=823f9c8affd0b79e32e4e0d0be8e17a8&oe=5A98FD4F","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12066837_1115357701854091_1480090708_n.jpg?oh=d4b8edcf1b0b8d6ccbb287e213cf0045&oe=5AA0549F","https://www.facebook.com/hillaryclinton/videos/1115355101854351/","facebook.com","2016-04-02T21:28:00+0000",1459632480,"2016-04-02 23:28:00",5782,3621,6325,1523,11469,"Hillary Clinton"
"543","video","post_page_889307941125736","889307941125736_1115291721860689","https://www.facebook.com/889307941125736/posts/1115291721860689","Hamilton the Musical’s Renée Elise Goldsberry welcomed Hillary to Harlem with a showstopping rendition of the national anthem. Work.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12108417_1115297928526735_1212510016_n.jpg?oh=62bf5bdb17e97b9f75101da36cffe72c&oe=5AA3BB27","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12108417_1115297928526735_1212510016_n.jpg?oh=e53f960e7660e7c896770f8015f6c481&oe=5A9B79F7","https://www.facebook.com/hillaryclinton/videos/1115291721860689/","facebook.com","2016-04-02T20:21:01+0000",1459628461,"2016-04-02 22:21:01",22217,3646,24661,4770,33077,"Hillary Clinton"
"544","video","post_page_889307941125736","889307941125736_1115257791864082","https://www.facebook.com/889307941125736/posts/1115257791864082"," Es una amiga nuestra de mucho antes y de siempre . —Congresista Luis Gutiérrez sobre Hillary Clinton","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12474173_1115262841863577_1261798087_n.jpg?oh=e40b50390f506c663e97aa0549261bf3&oe=5A900B83","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12474173_1115262841863577_1261798087_n.jpg?oh=c05bf10c2d432b91a1ee08bc074425e2&oe=5AA04153","https://www.facebook.com/hillaryclinton/videos/1115257791864082/","facebook.com","2016-04-02T19:09:38+0000",1459624178,"2016-04-02 21:09:38",12599,2352,13515,2100,17967,"Hillary Clinton"
"545","video","post_page_889307941125736","889307941125736_1114437348612793","https://www.facebook.com/889307941125736/posts/1114437348612793","Women s constitutional rights are under assault from every Republican candidate in this race. Watch:","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12109570_1114440378612490_2022074261_n.jpg?oh=ab236c04130162cc2f47b5de30b87e77&oe=5AA1EF32","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12109570_1114440378612490_2022074261_n.jpg?oh=fb14caee4ad2b661025713abfbed3422&oe=5A8B79E2","https://www.facebook.com/hillaryclinton/videos/1114437348612793/","facebook.com","2016-04-01T17:35:14+0000",1459532114,"2016-04-01 19:35:14",11524,2898,12604,1932,17434,"Hillary Clinton"
"546","video","post_page_889307941125736","889307941125736_1113830368673491","https://www.facebook.com/889307941125736/posts/1113830368673491","Our diversity and willingness to change have been making America great for decades. #TBT","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/1067356_1113831798673348_2126972678_n.jpg?oh=412451419f0b36810fae8665d2aada4d&oe=5A8C0AAE","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/1067356_1113831798673348_2126972678_n.jpg?oh=46d13bdb0b1d4b9a88c13a8b4e6a5afc&oe=5AA268D2","https://www.facebook.com/hillaryclinton/videos/1113830368673491/","facebook.com","2016-04-01T02:45:00+0000",1459478700,"2016-04-01 04:45:00",11488,3671,12403,1581,17655,"Hillary Clinton"
