"","X","id","texts","date1","days","from_id","owner_id","post_type","pol"
"1853",3738,42379,"ВНИМАНИЕ! Соблюдайте правила!

Уважаемые участники! За нецензуру, маты, ссылки, спам и рекламу, участники будут добавлены в чёрный список!

Все кто выкладывает ссылки без уведомления администрации, попадают в бан-лист!

Спасибо за понимание!","2014-03-21",150,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"10735",18230,634894,"#Славянск 15.07.2015

Разнотравье за исполкомом в Славянске: хоть ульи ставь

Источник: http://slavdelo.dn.ua/2015/07/15/raznotrave-za-ispolkomom-v-slavyanske-hot-uliki-stav/","2015-07-16",632,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"12335",20452,653319,"#Славянск

В Славянском районе для бухгалтеров провели семинар

Источник: http://slavdelo.dn.ua/2015/09/15/u-slov-yanskomu-rayoni-dlya-buhgalteriv-proveli-seminar/","2015-09-15",693,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"8461",14522,1378,"Гуманитарный конвой из России, дорога жизни или смерти?
Практически всё население России убеждено, что только их так называемые гумконвои, следовавшие через захваченные и контролируемые террористами пункты пропусков расположенных на украинской границы Донецкой и Луганской области кормят весь Донбасс, а его путь прохождения не есть что иное, как «дорога жизни». Забыли наверно россияне, что «дорогой жизни» в окруженном фашистами Ленинграде называлась дорога помощи советского народа - советскому. И поэтому «дорогой жизни» можно назвать гуманитарную помощь, направленную украинским гражданам (русским, армянам, татарам, грекам, евреям и т.д.), которые находятся на оккупированной территории Донецкой и Луганской области, только со стороны украинского государства и прошедшего проверку по всем международным правилам. К сведению россиян и обманутого населения Донбасса для условий вооруженного конфликта, какой, к сожалению, имеет место быть не без участия Российской Федерации, международным судом ООН определено допустимую гуманитарную помощь, как предоставление продовольствия, одежды, лекарств и другой гуманитарной помощи, но это не включает предоставления ОРУЖИЯ, СИСТЕМ ВООРУЖЕНИЯ, БОЕПРИПАСОВ или другого оборудования, автотранспортных средств и материалов, которые могут быть использованы для причинения серьёзных телесных повреждений или явиться причиной смерти. Чем на сегодняшний день переполнены захваченные территории двух областей Украины.
И как пример, могу привести рассказ одного из жителей г. Макеевки (в целях безопасности - анонимный, но уверен, что большая часть населения в так званых ДНР и ЛНР в нём увидят и себя) – «русские думают, что Донбасс кушает их «гуманитарку» и деток одевает в российские вещи... Рассказываю, так как было у нас...  Пошёл по городу клич, что дают гуманитарку (ни слова в СМИ, ни в газетах, ни в ТВ). К 7 утра приехал на район - единственная точка получения помощи. Меня записали «активисты» (такие же жители, как и я, фломастером на руке) – я был №834. Как выяснилось, накануне уже «давали» помощь, не получило около 400 человек, где-то одна треть от толпы. Когда стоял я, людей было не менее 2,5 тыс. Короче, люди теряли сознание, но не уходили. Где-то к 13:00 приехала грузовая «Газель». Разгрузили её за 5 минут и пошли на перерыв... Через час вышел боец с кружкой чая и холёным бутербродом, попросил подождать и не шуметь. Где-то через 2 часа началось движение - отдавали пакеты с едой (банка тушёнки, полкило гречки, 10 пакетиков чая и граммов 200 сахара) тем, кто не получил «вчера». В итоге получило человек 100 - 150 (только женщины с детьми) и концерт окончен! Люди начали бунтовать, но вышла группа бойцов с оружием (из местных) и стали угрожать расправой. Говорят, на следующий день толпа снесла все палатки - опорные пункты выдачи «помощи» и так званые «ополченцы» не смогли им ничего противопоставить. А я вернулся домой ни с чем. Чуть позже заметил, что те продукты, которые выдавались, продавались за полновесные рубли в захваченных магазинах «АТБ». Вот такая вот гуманитарка. Зато оружия в городе как грязи и простой ПМ можно купить за 25 баксов, а АКМ за 100 баксов».
Но и это ещё не всё. А с чем же возвращаются «пустые» машины росгумконвоя? Как нестранно с материальными ценностями (метал, оборудование шахт и предприятий, лес с лесничеств и т.п.). Ведь не зря РФ утвердило выделение нескольких десятков миллионов долларов на ликвидацию шахт Донбасса, размещённых на территории ДНР и ЛНР. Как еще можно замести следы разграбления действующих рабочих мест десятков тысяч шахтеров? И опять же увидят ли эти деньги простые жители? Или они как всегда осядут в карманах «вождей» республик. И будут потрачены ими на сверхдорогие подарки в виде джипов на день рождения своим жёнам...     
Так вот, дорогие друзья, что же на самом деле российский гумконвой для нас с вами? Это «дорога жизни» или «дорога смерти»? Лично я склоняюсь к последнему.","2015-04-20",545,300614817,-12892157,"post","Neutral or Pro-Ukrainian"
"2633",5046,761,"Это праздник со слезами на глазах…

9 мая праздник Победы!
Свободу и мир даровали нам деды!
Но смута и скорбь, от крови следы
Признаки новой домашней беды!

В семье, где порядок царил и покой
Делят народы - на свой и чужой.
Как в горле кость, - мир в Украине
Тому, кто радуется ныне

Братоубийственной войне,
Льёт масло в наш огонь вдвойне
В пожар бросая как дрова, - 
Огнеопасные слова…

Призывы лозунги и ноты, - 
Предмет недружеской заботы!
И греют руки у костра…
Их мысль на выдумки быстра!

Хотелось чтобы в этот день
Сошла с больных голов мигрень,
Прошла чтоб ненависть, а зло, - 
Всё мхом прощенья поросло!

Чтоб протянул Вам руку брат,
Чтоб Запад и Восток был рад
Мудрой политики верхов,
Чтобы вражды засыпать ров!

Труды чтоб правящей элиты 
Не были поводом обиды!
Чтоб прав побольше на места
Начать всё с чистого листа!

Герою, чтобы ветерану,
Не насолить больную рану!
Всех в праздник сей объединить,
И оппонентов примирить.

Вокруг важнейшей из идей
Для здравомыслящих людей, -
Во имя жизни Украины,
Мы в День Победы – все едины

Сегодня дни весьма тревожны
Будем к друг другу осторожны!
Всех провокаторов долой!
Важнее мир, любовь, покой.
Донбасс, Волынь, Одесса, Львов, - 
Конструкции страны остов
Тернополь, Винницы, Херсон
Со всех краёв, со всех сторон

Сердца стучат нам в унисон:
Людей моленья, плач и стон, -
Насилию конец, заслон!
Вражда потери и урон!
Лишь диалог и разговор
Способны разрешить наш спор!

Полтава, Харьков и столица
Везде украинские лица!
Страны душа, столетний дух,
Здесь ниву мирно пашет плуг,

Трудились в поте наши предки,
А что же мы, нащадки-детки?
Забыли цену слов и дел?
Страну толкнули в беспредел!

PS    Мы с болью падаем на дно,
Остановить может одно, -
Чтоб крови перекрыть фонтан
Пора давно сорвать «стоп-кран»","2014-05-04",194,245288518,-12892157,"post","Neutral or Pro-Ukrainian"
"13827",22789,668581,"#Славянск

В Славянске состоится вечер памяти «Я – Вольный ветер…», посвященный маэстро – шансона Геннадию Тимофееву

11 декабря в 17.00 Центре культуры и окружающей среды (бывший ДК ЖД) состоится вечер памяти «Я - Вольный ветер…», посвященный маэстро – шансона Геннадию Тимофееву.

Источник: http://slavdelo.dn.ua/2015/11/19/v-slavyanske-sostoitsya-vecher-pamyati-ya-volnyiy-veter-posvyashhennyiy-maestro-shansona-gennadiyu-timofeevu/","2015-11-20",759,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"12935",21255,658067,"#Славянск 08.10.2015

Чемпионов и призеров первого чемпионата мира по хортингу в родном Славянске наградили грамотами

8 октября в стенах Славянского городского совета состоялось торжественное поздравление чемпионов и призеров первого чемпионата мира по хортинга.

Источник: http://slavdelo.dn.ua/2015/10/08/chempioniv-ta-prizeriv-pershogo-chempionatu-svitu-z-hortingu-u-ridnomu-slov-yansku-nagorodili-gramotami/","2015-10-08",716,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"17229",27589,10572,"Трамвайный маршрут № 1 вновь обретет жизнь. 

В течение января 2015 года в результате артобстрелов Киевского района города Донецка со стороны ВСУ произошли множественные повреждения инфраструктуры контактной сети и путевого хозяйства трамвайного маршрута № 1.

По распоряжению главы администрации Донецка Игоря Мартынова в феврале 2016 года на трассе трамвайного маршрута № 1 проведено полное обследование поврежденных элементов инфраструктуры, на основании которого определены целесообразность их дальнейшего использования, количество необходимых материалов и перечень работ по восстановлению.

В настоящее время выполнена отсыпка не замощенного трамвайного полотна для возможности движения технологического автотранспорта и механизмов.

Производится замена поврежденных опор контактной сети в количестве 15 штук.

Работы по восстановлению трамвайного пути выполнены в полном объеме.

Приобретен контактный провод в количестве 5,6 км.

На предприятиях Донецкой Народной Республики размещены заказы на изготовление подвесной арматуры для крепления контактной сети.","2016-03-14",874,-71345889,-71345889,"post","Separatist"
"7458",12572,583592,"#Славянск 11.02.2015

? Ночной чат.

--------------------------------------------------------------------------------
Уважаемые участники! За мат, оскорбления, провокации, ссылки, спам и рекламу участники будут добавлены в чёрный список! Спасибо за понимание!","2015-02-10",476,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"3902",7037,402902,"#Славянск 30.06.2014

Декор Сервис на мкр. Артема после обстрела. Окна повылетали в доме Батюка, 54.","2014-06-30",251,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"17760",28222,708695,"#Славянск #Луцк

Юноши из Славянска завоевали призовые места в чемпионате Украины по Киокушинкайкан Каратэ 

26 марта в Луцке прошел чемпионат Украины по Киокушинкайкан Каратэ (ИКО Мацушима) среди детей, юношей и юниоров. В соревнованиях приняли участие 180 спортсменов из 14 областей Украины, а также команда из Республики Беларусь.

Источник: http://www.6262.com.ua/news/1172558","2016-03-30",890,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"958",1990,33144,"Сегодня 23 человека из нашего сообщества отмечают день рождение:

[id98947706|Nick Goroshenko], [id68403097|Нинка Кавецкая], [id111597818|Ангелина Долженко], [id59364546|Александр Ашихмин], [id32578478|Татьяна Щигельская], [id25027916|Алинка Мелихова], [id221016105|Максим Ярмолюк], [id177817098|Владислав Ляшевский], [id72066397|Виталик Сатдаров], [id60452340|Виктория Шабельник], [id906654|Роман Татаренцев], [id190729166|Алёнка Кузнецова], [id161512527|Vanya Peshkov], [id139247902|Натуся Попова], [id138318642|Антон Смульченко], [id127151928|Серега Сухоцкий], [id70627395|Юлия Руденко], [id12164838|Оксана Орлова], [id32195175|Ольга Киян], [id33600685|Vlad Gusak], [id33451148|Виктория Бычинина], [id207757421|Даруся Белущенко], [id135754684|Алексей Кузнецов].               

Администрация группы [club43636290|г. Славянск - лучший город!]  и желает больше ярких моментов в жизни, и успехов во всех начинаниях!)

P.S. Именинники, которые сделают репост данной записи - получат подарок ?? ВК от [club43636290|г. Славянск - лучший город!]","2014-01-29",99,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"8574",14774,607364,"#Славянск

ЗНО в Славянске.","2015-04-26",551,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"6301",10680,552106,"#Славянск

Новые вакансии Славянского центра занятости, 17.11.2014

«Славянский городской центр занятости информирует о наличии свободных рабочих мест на 17.11.2014:

  По г.. Славянские:

  - бухгалтер
- Мастер участка
- Сестра медицинская
- фельдшер
- массажист
- дворник
- Водитель автотранспортных средств
- Оператор котельной
- Электромонтер по ремонту и обслуживанию электрооборудования
- Машинист крана (крановщик)
- электрогазосварщик
- Слесарь-сантехник

             Обращаться к Славянскому городского центра занятости (ул. Революции, 3 6 этаж) диспетчеру-консультанта. »

Источник: http://slavdelo.dn.ua/2014/11/17/novyie-vakansii-slavyanskogo-tsentra-zanyatosti-17-11-2014/","2014-11-18",392,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"5492",9377,529394,"#Славянск

Славянск может спать спокойно. 

Каждую ночь несколько экипажей батальона «Січ» патрулируют улицы Славянска. 

Ребята осуществляют выезды на все вызовы, поступающие на линию 102, реагирования на вызов 

Происходит в максимально сжатые сроки. Также осуществляются обходы улиц и места с острой криминогенной обстановкой. Жители Славянска могут чувствовать себя в безопасности даже когда на улице города падает ночь - их надежно охраняют. 

Пресс-центр батальона «Січ»","2014-09-14",327,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"13250",21764,660907,"#Славянск

Пенсионеры Донецкой области получат доплату к пенсиям ко дню выборов

Об это сообщила начальник главного управления Пенсионного фонда Украины в Донецкой области Наталья Рад в эфире Донецкой областной государственной телерадиокомпании, передают Новости Донбасса.

Источник: http://slavdelo.dn.ua/2015/10/22/pensioneryi-donetskoy-oblasti-poluchat-doplatu-k-pensiyam-ko-dnyu-vyiborov/","2015-10-22",730,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"1681",3391,41070,"Опрос дня. Неработающий лифт: кто должен отвечать за его исправность?","2014-03-12",141,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"8265",13975,602272,"#Славянск 

Мой любимый город ?

Фото: [club57195846|СЛАВЯНСК - НАШ ГОРОД]","2015-04-09",534,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"17685",28134,708095,"#Славянск

Горводоканал Славянска доделывает “грязную работу”. Фотофакт

Руководство КП ""Славгорводоканал"" в своих высказываниях уже не раз сетовало на то, что именно работникам предприятия часто приходится исправлять ошибки подрядных организаций или доделывать работы после них.

Источник: http://slavdelo.dn.ua/2016/03/28/gorvodokanal-slavyanska-dodelyivaet-gryaznuyu-rabotu-fotofakt/","2016-03-28",888,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"10086",17265,628079,"#Славянск

В Славянске проверяют больницы. Сложности – есть

Славянское районное управление ГУ Госсанэпидслужбы в Донецкой области осуществляет проверку лечебно-профилактических учреждений Славянска.

Источник: http://slavdelo.dn.ua/2015/06/26/v-slavyanske-proveryayut-bolnitsyi-slozhnosti-est/","2015-06-26",612,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"12273",20381,652435,"#Славянск #Дружковка

Большой хоккей: итоги второго игрового дня Donbass Open Cup-2015, фото матчей

Подробнее: http://slavdelo.dn.ua/2015/09/12/bolshoy-hokkey-itogi-vtorogo-igrovogo-dnya-donbass-open-cup-2015-foto-matchey/","2015-09-12",690,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"8824",15261,610576,"#Славянск

Аваков запретил ПТН-ПНХ на номерных знаках

Министр внутренних дел Арсен Аваков поручил ГАИ не допускать наличие на автомобильных номерных знаках любых надписей кроме государственных регистрационных знаков.

Аваков пояснил, что злоумышленники, которые расстреляли милиционеров в Киеве в ночь на понедельник, скрывались на авто с номерными знаками ПТН-ПНХ, что затрудняло их оперативное задержание.

Источник: http://slavdelo.dn.ua/2015/05/05/avakov-zapretil-ptn-pnh-na-nomernyih-znakah/","2015-05-05",560,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"3971",7129,1016,"Террористы поняли, что у них нет иного пути – только сдаваться украинской армии. http://www.youtube.com/watch?v=iBJPXBmP35o&feature=youtu.be","2014-07-02",253,255139705,-12892157,"post","Neutral or Pro-Ukrainian"
"15884",25945,692173,"Анонимно: Беременные и мамочки, подскажите массажиста для беременных? Может кто-то обращался к такому специалисту?","2016-02-05",836,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"10040",17189,627650,"#Славянск 24.06.2015

На горе Карачун в Славянске состоялся торжественный авиапарад в честь погибшего экипажа МИ-8 (Видео)

Источник: http://slavgorod.com.ua/news/article/2572/","2015-06-24",610,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"18077",28602,710712,"У Слов'янському районі проходить тиждень читання 

З 2 по 6 квітня в рамках заходів «Ми читаємо завзято, а читати нам – це свято» в усіх бібліотеках-філіях району працювали книжкові виставки-новинки, тематичні книжкові полиці-поради, літературні викладки книг.

Источник: 6262","2016-04-07",898,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"15673",25670,689489,"[id240314977|Артур Бонэм]: Всем привет! Нет ли у кого случайно одолжить на пару дней/недельку джойстик от Playstation 1? А то откопал на днях свою старую, возникло дикое желание по-ностальгировать)) Обещаю вернуть в целости и сохранности!","2016-01-29",829,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"2592",4983,3220,"Славянск, 03.05.2014, рассказ очевидца о событиях 2 мая на блок-посту в Андреевке","2014-05-03",193,12261952,-62257094,"post","Separatist"
"3522",6502,356017,"#Славянск

В Славянске при участии сил АТО проводятся работы по восстановлению водоснабжения

Как сообщил InfoResist пресс-секретарь штаба АТО Владислав Селезнев, сегодня, с 4.30 утра и до 18.30 подразделения АТО обеспечивали безопасность сотрудников компании Донэнерго, которые занимались оценкой ущерба и размера необходимых средств для восстановления электроснабжения водонасосной станции снабжающей водой Славянск и соседние населенные пункты.

Как сообщает сайт  4 июня в связи с боевыми действиями были повреждены две высоковольтные линии 110 кВ Райгородская-Бантышево и СлавТЭС –Райгородская и, как следствие, — обесточена подстанция «Райгородский водозабор», которая поставляет электроэнергию на объекты коммунального предприятия «Вода Донбасса» в Славянском районе.

«Силы АТО прилагают максимум усилий для восстановления водо и электроснабжения в городе Славянске.» — резюмировал Селезнев.

Источник: http://inforesist.org/v-slavyanske-pri-uchasti-sil-ato-provodyatsya-raboty-po-vosstanovleniyu-vodosnabzheniya/","2014-06-12",233,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"4433",7726,473588,"#Славянск

Коротко о ситуацией с водой :)","2014-07-16",267,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"13888",22878,669820,"#Славянск

Изучение китайского языка приобретает всё большую популярность.

Источник: http://s-plus.com.ua/vivchennya-kitajskoї-movi-nabuvaye-vse-bilshoї-populyarnosti/","2015-11-24",763,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"15253",24978,685267,"#Славянск

Изменены размеры помощи на детей одиноким матерям и временной госпомощи детям, родители которых уклоняются от уплаты алиментов

Действуют изменения в сфере назначения некоторых видов помощи на детей

15 января вступили в силу изменения, утвержденные постановлением Кабинета Министров от 25 декабря 2015 года № 1181.

Установлено, что для граждан, которые обратятся в период с января по март 2016 года за оказанием помощи на детей одиноким матерям и временной государственной помощи детям, родители которых уклоняются от уплаты алиментов, не имеют возможности содержать ребенка или место проживания которых неизвестно, указанные пособия назначаются с 1 января 2016 г. на новых условиях, пишет Юрлига.

Так, помощь на детей одиноким матерям, одиноким усыновителям, матери (отцу) в случае смерти одного из родителей, которые имеют детей в возрасте до 18 лет (если дети учатся по дневной форме обучения в общеобразовательных, профессионально-технических, а также высших учебных заведениях I - IV уровней аккредитации, - до окончания такими детьми учебных заведений, но не дольше чем до достижения ими 23 лет), предоставляется в размере, который равен разнице между 100 % прожиточного минимума для ребенка соответствующего возраста и среднемесячным совокупным доходом семьи в расчете на 1 лицо за предыдущие 6 месяцев.

А если место проживания или пребывания родителей неизвестно, или они уклоняются от уплаты алиментов, или не имеют возможности содержать ребенка, ребенку назначается временная государственная помощь с учетом материального положения семьи, в которой воспитывается ребенок.

Органы соцзащиты населения имеют право делать запросы и в срок до 15 календарных дней со дня поступления соответствующего запроса бесплатно получать от территориальных органов ГФС, других органов исполнительной власти и органов местного самоуправления информацию, необходимую дляпроверки достоверности данных, полученных от лиц, которые обращаются за назначением государственной помощи семьям с детьми, малообеспеченным семьям, временной помощи.

Для подтверждения данных о доходах (отсутствии доходов) используются сведения ГФС из Государственного реестра физлиц - плательщиков налогов.

Временная помощь назначается каждые 6 месяцев, начиная с месяца, в котором подано заявление со всеми необходимыми документами. В случае если к заявлению не приложены все необходимые документы, орган соцзащиты населения сообщает получателю о том, какие документы должны быть представлены в течение месяца.

Решение о назначении или отказе в назначении временной помощи принимается органом соцзащиты населения в течение 10 календарных дней после поступления всех необходимых документов.

Соответствующие изменения внесены в ряд постановлений Кабмина.

Источник: http://slavdelo.dn.ua/2016/01/16/izmenenyi-razmeryi-pomoshhi-na-detey-odinokim-materyam-i-vremennoy-gospomoshhi-detyam-roditeli-kotoryih-uklonyayutsya-ot-uplatyi-alimentov/","2016-01-17",817,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"5373",9200,525994,"#Славянск

Работа банка ""VAB"" в Славянске.","2014-09-05",318,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"8013",13523,597791,"#Славянск 23.03.2015

Вакансии Славянского городского центра занятости на 23 марта 2015 года

""Славянский городской центр занятости"" информирует жителей города и района о наличии свободных рабочих мест по состоянию на 23 марта 2015 года по Славянску и Славянскому району.

Обращаться в Славянский городской центр занятости (ул. Революции, 3 6 этаж) к диспетчеру-консультанту.

Требуются:

- бухгалтер
- фельдшер
- Врач станции (отделения) скорой и неотложной медицинской помощи
- Врач ветеринарной медицины
- инженер
- Инженер-строитель
- Инженер-электроник
- Экономист по планированию
- Руководитель музыкальный
- юрисконсульт
- Оператор почтовой связи
- Заведующий хозяйством (с. Никольское, предоставление жилья)
- Водитель автотранспортных средств
- токарь
- Слесарь-электрик по ремонту электрооборудования
- электрогазосварщик
- Электромонтер по ремонту и обслуживанию электрооборудования

Источник: http://slavinfo.dn.ua/novosti/232366","2015-03-23",517,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"6197",10516,548742,"#Славянск

Жители поселка Семеновка в Славянске в отчаянии. К ним приезжают, смотрят, обещают, но реальной помощи дождались далеко не все

Источник: http://slavgorod.com.ua/news/article/1542/","2014-11-08",382,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"16352",26539,696364,"#Славянск 19.02.2016

Правоохранительные органы проверят отдел образования Славянска 

Сегодня на заседании постоянных комиссий городской голова Вадим Лях рассказал о намерениях передать сомнительный вопрос по поводу закупок, питания и медикаментов для школьников в правоохранительные органы.

Источник: http://www.6262.com.ua/news/1129272","2016-02-19",850,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"17218",27576,703698,"Масленица 2016.

Фотограф: Сергей Ковалёв","2016-03-14",874,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"10238",17481,630191,"#Славянск

«Платформа инициатив« Теплица »приглашает на творческую встречу с фронтменом группы"" ТНМК ""Фоззи

В воскресенье в 12:00 в платформе инициатив Теплица состоится творческая встреча с фронтменом группы ""ТНМК"" Фоззи. В программе презентация книги и разговоры о творчестве.

За дополнительной информацией, пожалуйста, обращайтесь по тел: 066-500-50-20.

Источник: http://www.slavrada.gov.ua/?view=news&newsID=9972","2015-07-03",619,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"7581",12761,587674,"#Славянск

Военная комендатура просит сохранять спокойствие: проводятся учебные стрельбы 

В связи с поступлением большого количества обращений от жителей города относительно взрывов и стрельбы в городе военная комендатура города Славянска сообщает, что в районе Славянского курорта подразделениями Вооруженных Сил Украины ежедневно (кроме воскресенья) в период с 10-00 до 17 -00 проводится пристрелка стрелкового оружия. 

Просим всех жителей и гостей Славянска с пониманием отнестись к отнестись к определенным неудобствам, связанным с проведением военного обучения и сохранять спокойствие.

Источник: http://www.6262.com.ua/article/742579","2015-02-17",483,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"9243",15913,615252,"#Славянск

В Славянске – настоящий аукцион! Жители активно обсуждают цены на воду

Слухи, которые муссируются среди жителей Славянска по поводу поднятия тарифов на услуги по водоснабжению и водоотведению, сродни аукционным торгам.

Такое сравнение сделал генеральный директор КП «Славгорводоканал» Олег Марченко.

- Начали с того, что распустили слухи, что один куб воды будет стоить 20 гривен - дошли до 180 гривен. Настоящий аукцион! Поэтому я официально заявляю, что новые тарифы на воду еще не утверждены. Платите за воду столько, сколько вы и платили, - подчеркнул Олег Марченко.

Источник: http://slavdelo.dn.ua/2015/05/20/v-slavyanske-nastoyashhiy-auktsion-zhiteli-aktivno-obsuzhdayut-tsenyi-na-vodu/","2015-05-20",575,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"2641",5064,3340,"появились сообщения, что по блокпостам стреляют ГРАДы. Подтвердите.","2014-05-05",195,206304856,-62257094,"post","Separatist"
"14671",24236,679113,"Настюшка Сбитнева: Есть ли в городе мастера мехенди?","2015-12-27",796,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"447",1024,358,"Ну и какого вам тут надо?Валите в Польшу со своим гейсоюзом!!!               Колонна автомобилей движется в Славянск в поддержку Евромайдана

В Донецке стартовал автопробег по всей области в поддержку Евромайдана, - сообщает официальный сайт донецкой «Батькивщины». 

Колонна автомобилей, украшенных государственными флагами Украины и флагами 
Евросоюза, отправилась от донецкого Евромайдана (площади возле памятника Тарасу Шевченко ). Она, по замыслу организаторов, проедет по городам Донецкой области в Славянск и вернется обратно. 

«Нас ждут активисты Константиновки, Дружковки, Краматорска и Славянска. В каждом городе мы будем останавливаться, чтобы вместе с местными общественными деятелями и представителями политических партий провести митинги в поддержку требований киевского Евромайдана» , - заявила председатель Донецкой городской организации политической партии УДАР Вольга Шейко. 

По ее словам, география местных евромайданов постоянно расширяется - все больше и больше дончан готовы открыто высказываться против действующего режима и отстаивать свои конституционные права.","2013-12-18",57,-62257094,-62257094,"post","Separatist"
"9074",15639,613428,"#Славянск 13.05.2015

Славянцы присоединились к всеукраинской акции «Сделаем Украину чистой» и убрали территорию рядом с Михайловским озером

Источник: http://slavgorod.com.ua/news/article/2410/","2015-05-13",568,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"8286",14004,602079,"#Славянск

В Славянске к Дню здоровья прошёл библио-тренинг 

8 апреля в Славянске, в рамках празднования Всемирного дня здоровья, в читальном зале Центральной библиотеки г. Славянск состоялось мероприятие в виде библио-тренинга ""Семь правил здорового образа жизни"".

Источник: http://www.6262.com.ua/article/793178","2015-04-09",534,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"2057",4125,1985,"Полное интервью Яныка 02.04.2014","2014-04-03",163,12261952,-62257094,"post","Separatist"
"18425",29016,713971,"Alinka Shulimova: Подскажите пожалуйста, где в Славянске продают детские коляски? Адреса желательно.","2016-04-18",909,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
