"","X","id","texts","date1","days","from_id","owner_id","post_type","pol","name","maidan","capturesep","charle"
"2680",13655,562086,"#Славянск

В Славянске бездомным раздают горячие обеды

С приходом зимы в Славянске возобновилось проведение традиционной для нашего города благотворительной акции «Бездомный».

Каждый житель города может передать теплые вещи в Центр учета бездомных граждан с Домом ночного пребывания, который находится по адресу: г. Славянск, пер. Лермонтова, 30 (остановка «Восьмиквартирная»).

Источник: http://slavdelo.dn.ua/2014/12/16/v-slavyanske-bezdomnyim-razdayut-goryachie-obedyi/","2014-12-16",350,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",474
"2681",13656,562085,"#Славянск

ООН поможет в восстановлении социально важных объектов Славянска

Сегодня, 16 декабря, делегация ООН посетила Славянск, чтобы во-первых наладить диалог с органами местного самоуправления, а также осмотреть объекты, которые нуждаются в восстановлении или реконструкции.

Источник: http://slavdelo.dn.ua/2014/12/16/oon-pomozhet-v-vosstanovlenii-sotsialno-vazhnyih-obektov-slavyanska/","2014-12-16",350,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",392
"2682",13657,562060,"#Славянск

Отопительный сезон в Славянске на грани срыва

Из-за долгов населения главный поставщик тепла в Славянске, ПЕ «Славянсктеплосеть», может остановить свою работу.

Как рассказал заместитель директора ПЕ «Славянсктеплосеть» Давид Ремпель, на сегодняшний день задолженность населения составляет 29 млн. грн.

Наибольшую задолженность имеют центральные районы города (13,3 млн. грн.), микрорайон Артема (10,6 млн. грн.), Железнодорожный мкр-н (2,2 млн. грн.) и мкр-н Химик (1,8 млн. грн.).

Если в ближайшее время жители не начнут погашать долги, многоквартирный жилой фонд города может попросту остаться без тепла.

Источник: http://slavdelo.dn.ua/2014/12/16/otopitelnyiy-sezon-v-slavyanske-na-grani-sryiva/","2014-12-16",350,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",714
"2683",13660,562030,"#Славянск 16.12.2014

Славянск посетили представители организации «Международное партнерство по правам человека» и призвали горожан дать показания о нарушении их прав в результате военного конфликта

«Мы не работаем с правоохранительными органами, а взаимодействуем непосредственно с международной организацией по правам человека», - сообщил Владимир Осипов.  Он сообщил номера телефонов, по которым жители Славянска могут обратиться и заявить о нарушении их прав вооруженными людьми во время военного конфликта на территории города. Тел. 066-96-88-376 Галина Олейник. 098-311-29-72 Владимир Осипов.

Источник: http://slavgorod.com.ua/news/article/1783/","2014-12-16",350,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",653
"2684",13661,562029,"#Славянск 16.12.2014

Славянск снова посетил Сергей Жадан. 

В рамках художественного проекта «Остання баррикада», Сергей Жадан привёз с собой группу молодых поэтов, которые читали свои произведения в зале Донбасского Педагогического Университета.

Источник: http://www.6262.com.ua/news/691531","2014-12-16",350,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",293
"2685",13662,562027,"#Славянск 16.12.2014

Назначен новый руководитель славянского КП «АТП 052814»

Во вторник, 16 декабря на аппаратном совещании был представлен новый директор КП «АТП 052814» - Константин Водопьянов.

Источник: http://slavdelo.dn.ua/2014/12/16/naznachen-novyiy-rukovoditel-slavyanskogo-kp-atp-052814/","2014-12-16",350,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",298
"2686",13663,562000,"Зимние каникулы в общеобразовательных школах Славянска начнутся 29 декабря. Учебный процесс начнется после рождественских праздник 12 января 2015 года.","2014-12-16",350,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",151
"2687",13664,561988,"#Славянск 16.12.2014

Кандидаты на пост начальника отдела образования Славянского городского совета пройдут публичное собеседование

Подробнее: http://slavgorod.com.ua/news/article/1780/","2014-12-16",350,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",186
"2688",13667,561953,"#Славянск

Директор Славянского троллейбусного управления Сергей Иванченко: «По всей вероятности будем готовить повышение тарифов»

16 декабря, во время аппаратного совещания исполнительного комитета выступил директор Славянского троллейбусного управления Сергей Иванченко, который рассказал подорожании запасных частей и платы за коммунальные услуги, что ведет за собой возможное повышение платы за проезд.

По словам Сергея Иванченко, все дорожает в такой прогрессии, что по всей вероятности повышение тарифов не избежать, ведь на сегодняшний день себестоимость проезда составляет 1,7 гривен, в то время, как проезд в Славянске до сих пор составляет 1 гривну.

Источник: http://slavgorod.com.ua/news/article/1779/","2014-12-16",350,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",715
"2689",13668,561951,"#Славянск

В Славянске о веерных отключениях РЭС узнаёт в последний момент 

Жители Славянска последнее время задают вопросы связанные с веерными отключениями. А именно, почему те графики отключений, которые опубликованы горсоветом не совпадают с реальными отключениями. На прошедшем аппаратном совещании представитель РЭС сообщил следующее:

«Дело в том, что на сегодняшний день отключения происходят по команде из Киева. Нам звонят – мы отключаем. Несовпадение графика и реальных отключений только во временных отрезках. То есть время может меняться, а географически всё проходит без изменений. К сожалению, мы не можем внести какие-то коррективы или оповещать заранее, так как сами узнаём всё в последний момент. После звонка на отключение у нас есть 15-30 минут, чтобы выполнить команду. Таким образом, когда отключается электричество в вашем доме, мы знаем об этом всего на 15-30 минут раньше вас. Поэтому заранее оповестить не имеем возможности».

Источник: http://www.6262.com.ua/news/691140","2014-12-16",350,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",998
"2690",13669,561950,"#Cлавянск

Начальник МВД Донецкой области об игровых заведениях: “Лавочка закрыта”

МВД заявляет о закрытии игральных заведений на территории неоккупированной части Донецкой области. Об этом на своей странице в facebook сообщил Начальник ГУ МВД Украины в Донецкой области Вячеслав Аброськин.

Источник: http://slavdelo.dn.ua/2014/12/16/nachalnik-mvd-donetskoy-oblasti-ob-igrovyih-zavedeniyah-lavochka-zakryita/","2014-12-16",350,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",410
"2691",13629,562529,"#Славянск

В Славянске «сокращают» приватизацию

В Славянске будет сокращен перечень объектов недвижимости, доступной для приватизации.

Речь в первую очередь идет о зданиях и объектах незавершенного строительства, которые можно будет после восстановления или строительства использовать как, например, общежития.

Секретарь городского совета Олег Зонтов рассчитывает на то, что для строительства и реконструкции таких объектов можно будет привлечь инвестиции.

Впрочем, как именно будут привлекаться средства, пока не понятно.

Источник: http://slavdelo.dn.ua/2014/12/17/v-slavyanske-sokrashhayut-privatizatsiyu/","2014-12-17",351,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",612
"2692",13630,562527,"#Славянск 17.12.2014

Сегодня рояль-подарок из Эстонии собран и ожидает первого концерта(фотофакт) 

В Славянске сегодня собрали рояль, подаренный Национальной Оперой Эстонии.

Инструмент пока не распаковывают полностью, так как минимум неделю он должен просто постоять, привыкнуть в температуре и влажности концертного зала школы искусств.

Режим температуры и влажности очень важен для такого сложного инструмента. Даже в автомобиле, который доставлял подарок в школу, внутри кузова был включён теплогенератор, что бы температура не опускалась.

Источник: http://www.6262.com.ua/news/692703","2014-12-17",351,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",592
"2693",13633,562406,"#Славянск

Новый год в Славянске должен быть без фейерверков и петард

17 декабря, на заседании исполкома Славянска приняли проект-решение о запрете пиротехники во время новогодних праздников. Эти меры необходимы в целях безопасности славянцев. Как пояснила и.о. начальника отдела культуры Оксана Гусейнова, данное решение принято с целью обеспечения дополнительных мероприятий защиты в городе и  в связи со  сложной ситуацией на востоке страны, а также  террористической деятельностью незаконных формирований. 

 Кроме того, не все жители города отошли от пережитого стресса во время боевых действий. Пока механизм контроля за использованием пиротехники не отработан, но возможно будут подключать к данному мероприятию правоохранительные органы.

Источник: http://slavgorod.com.ua/news/article/1793/","2014-12-17",351,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",800
"2694",13634,562405,"#Славянск

Беженцам в Славянске помогают город и благотворительные организации

С начала боевых действий и по настоящее время Славянский городской Центр социальных служб для семьи, детей и молодежи (ЦСССДМ) оказывает помощь временными переселенцами из зоны АТО, проживающих на территории нашего города и семьям, которые нуждаются в социальной помощи.

Подробнее: http://slavdelo.dn.ua/2014/12/17/bezhentsam-v-slavyanske-pomogayut-gorod-i-blagotvoritelnyie-organizatsii/","2014-12-17",351,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",469
"2695",13635,562404,"#Славянск

В Славянске состоялся финал конкурса «Учитель года»

17 декабря, в актовом зале общеобразовательной школы №13 состоялась финальная часть ежегодного конкурса «Учитель года», который проходит в Славянске уже шестнадцатый раз. В этом году за звание лучшего учителя Славянска боролись 19 преподавателей из 12 школ. На последнем этапе в борьбе сошлись три учителя.

Источник: http://slavgorod.com.ua/news/article/1792/","2014-12-17",351,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",424
"2696",13636,562392,"#Славянск

В Славянском районе незаконно завладели земельным участком 6,25 га

Прокуратура Краматорска требует через суд возврата общине земельного участка площадью 6,2 га

Источник: http://slavinfo.dn.ua/novosti/195545","2014-12-17",351,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",219
"2697",13638,562349,"#Славянск

В Славянске могут возобновить призыв на срочную службу. 

В Славянске сегодня было объявлено о начале приписки юношей 1998 года рождения. Об этом сообщил заместитель военного комиссара майор Евгений Самко.

Приписка с последующей постановкой на военный учёт начнётся с 1 января 2015 года. Количество юношей, которые пройдут данную процедуру 680 человек.

О самом призыве Евгений Владимирович ничего не сказал, так как он проводится по Указу Президента. Раньше такие Указы издавались дважды в год. Теперь же будет один Указ сразу на два призыва. Будет ли такой Указ на следующий год или не будет, станет известно до конца декабря.

Сколько человек может быть призвано майор не смог сказать даже примерно, так как это решают областные военкоматы. И.о. мэра Олег Зонтов предложил на следующее заседание исполкома пригласить непосредственно военного комиссара и провести нечто вроде пресс-конференции, чтобы более расширенно разъяснить обстановку.

Источник: http://www.6262.com.ua/news/692362","2014-12-17",351,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",1000
"2698",13639,562347,"#Славянск 17.12.2014

Сегодня в Славянске на перекрестке улиц Одесская и Шевченко произошло ДТП. (Видео)

Источник: http://slavgorod.com.ua/news/article/1788/","2014-12-17",351,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",158
"2699",13640,562344,"#Славянск 17.12.2014

Снова авария и снова на переулке Мира-Одесская 

Сегодня 17 декабря на перекрёстке улиц Мира и Одесской вновь произошло ДТП с участием рейсового автобуса Изюм-Донецк и газели-стекловоза из   Краматорска

Источник: http://www.6262.com.ua/news/692199","2014-12-17",351,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",270
"2700",13641,562342,"#Славянск

Славянские студенты решились на кражу, чтобы улучшить свое финансовое положение. 

В дежурную часть  городского отдела милиции по телефону «102» поступило сообщение от 41 – летней жительницы г. Славянска. Женщина заявила о том, что неизвестные лица совершили кражу ее личного имущества из хозяйственной постройки, расположенной во дворе дома, в котором она проживает. Сотрудники милиции установили, что к хищению причастны двое несовершеннолетних.

В ходе проведения оперативно-розыскных мероприятий в поле зрения сотрудников уголовного розыска Славянского ГО попали двое парней 16-ти и 17-ти лет.

Было установлено, что ночью они выбили дверь сарая и вынесли из него пневматическую винтовку «ИЖ 38с» калибра 4,5 мм, электролобзик, угловую шлифмашинку и велосипед. Парни успели реализовать часть украденного имущества неизвестному мужчине на «Центральном рынке» города, деньгами распорядились по собственному усмотрению. Оставшиеся похищенные вещи были изъяты правоохранителями и возвращены владелице. Стоит отметить, что старший из фигурантов уже имел проблемы с законом. Несмотря на свой юный возраст, он уже был условно судим за аналогичное преступление.

Как поясняют злоумышленники, данное преступление они совершили с целью улучшения своего материального положения. Кто был зачинщиком, не помнят. Подростки воспитываются в неполных семьях, отсутствие отцовского воспитания дало свои «плоды».

Данный факт внесен в Единый реестр досудебных расследований по ч.3 ст.185 (кража) Уголовного кодекса Украины. Санкции данной статьи предусматривают лишение свободы на срок до 6 лет. Несовершеннолетним сообщено о подозрении в совершении данного преступления.

Источник: http://www.6262.com.ua/news/692313","2014-12-17",351,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",1713
"2701",13643,562291,"#Славянск

Помоги бездомному пережить зиму

Центр учета бездомных граждан с Домом ночного пребывания при поддержке благотворительных организаций проводят ежедневные горячие обеды для бездомных. Горячие обеды предоставляются по графику на территории учреждения.

В рамках благотворительной акции «Бездомный» в Центре организован сбор теплой одежды. На улицах Славянска много людей, для которых такая одежда является необходимостью, это их возможность не заболеть во время дождя и, просто, согреться и выжить холодной зимой.

Каждый из нас может быть благодетелем, по своим силам и возможностям помогать людям, которые в этом нуждаются.

Каждый житель города может передать старые теплые вещи в Центр учета бездомных граждан с Домом ночного пребывания, который находится по адресу: пров.Лермонтова, 30.

Источник: http://www.slavrada.gov.ua/?view=news&newsID=8696","2014-12-17",351,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",861
"2702",13644,562290,"#Славянск

Переселенцам из зоны АТО разъяснили вопросы оплаты услуг ЖКХ

Учитывая ситуацию, которая сложилась на востоке Украины, и многочисленные обращения граждан, Министерство регионального развития, строительства и ЖКХ предоставило разъяснения.

Так, если в квартире установлены средства учета воды или тепловой энергии, переселенцы из зоны АТО, которые временно покинули свои дома, не должны иметь никаких проблем с оплатой коммунальных услуг, поскольку они фактически не будут потреблять услуг и показания соответствующих приборов учета в их квартирах будут равны «0».

Если же квартирные средства учета не установлены, то оплата должна осуществляться согласно показаниям домового средства учета воды или тепла или согласно норм, утвержденных органами местного самоуправления.

В то же время стоит отметить, что согласно статье 20 Закона «О жилищно-коммунальных услугах» потребитель имеет право на неуплату стоимости жилищно-коммунальных услуг за период временного отсутствия потребителя и членов его семьи при соответствующем документальном оформлении, а также за период фактического отсутствия ж/к услуг, определенных договором. Реализация этой нормы осуществляется в соответствии с Правилами и типовым договором.

Переселенцы из зоны АТО, которые временно покинули свои дома, могут воспользоваться таким правом при условии предоставления исполнителю заявления и справки с временного места проживания, работы, лечения, учебы, прохождения воинской службы. Учитывая проблемы с почтовой связью, Минрегион советует направлять соответствующие заявления в адрес исполнителей с помощью электронной почты и факса.

Что же касается оплаты услуг по содержанию домов и сооружений и придомовых территорий, то собственники квартир должны оплачивать их, если эти услуги фактически предоставляются обслуживающей организацией для дома.

Для того, чтобы оплатить жилищно-коммунальные услуги потребителям, которые временно покинули свои дома, необходимо узнать расчетный счет предприятия-исполнителя (получить информацию можно на сайте предприятия или по телефону) 
и осуществить перечисление средств через банк (на той территории, где в настоящее время проживает потребитель) или через Интернет. Оплату услуг можно осуществить и непосредственно на предприятии. При этом Минрегион советует обязательно сохранить копию квитанции об оплате.

Кроме того, в Министерстве рекомендуют потребителям, которые вынужденно покинули свои дома на территории проведения АТО, ознакомиться с процедурой оплаты услуг на сайтах предприятий, которые предоставляют такие услуги. К примеру, на сайте КП «Компания «Вода Донбасса» и ККП «Донецкгортеплосеть».

Источник: http://slavinfo.dn.ua/novosti/193890","2014-12-17",351,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",2673
"2703",13645,562289,"#Славянск

С 22 декабря 2014 Донецкий окружной административный суд возобновит работу по осуществлению правосудия по адресу: Славянск, ул. Добровольского, 2.","2014-12-17",351,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",157
"2704",13606,562758,"#Славянск

Елки-2015: цены ниже, чем в прошлом году

Торговля новогодними елками в Славянске уже идет вовсю. Цены — значительно ниже прошлогодних. И, пожалуй, это чуть ли не единственный товар, который подешевел в нашем беспрестанно дорожающем мире.

Источник: http://tvplus.dn.ua/pg/news/9/full/id=13510;","2014-12-18",352,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",305
"2705",13607,562755,"#Славянск

Елки «от производителя» дешевле, но без доставки в город

Ближайшая к Славянску плантация «новогодних елок» расположена в Маяцком лесничестве Славянского лесхоза.

Источник: http://tvplus.dn.ua/pg/news/9/full/id=13509;","2014-12-18",352,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",229
"2706",13612,562722,"#Славянск 

Славянский горсовет опубликовал «списки депутатов-прогульщиков»

На официальном сайте Славянского городского совета появился документ, отображающий явку депутатов на сессии горсовета, которые прошли в нашем городе в течение последних пяти месяцев.

Источник: http://slavdelo.dn.ua/2014/12/18/slavyanskiy-gorsovet-opublikoval-spiski-deputatov-progulshhikov/","2014-12-18",352,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",368
"2707",13613,562721,"#Славянск 18.12.2014

В канун профессионального праздника состоялось торжественное чествование сотрудников Славянской транспортной милиции

Сегодня, 18 декабря, в актовом зале локомотивного депо города состоялось торжественное чествование сотрудников линейного отдела милиции на станции Славянск и прошел праздничный концерт «Его величество закон».

Источник: http://slavdelo.dn.ua/2014/12/18/v-kanun-professionalnogo-prazdnika-sostoyalos-torzhestvennoe-chestvovanie-sotrudnikov-slavyanskoy-transportnoy-militsii/","2014-12-18",352,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",513
"2708",13614,562710,"#Славянск

Депутат Лях не виновен: доказано следствием

Дело против депутата Славянского городского совета Вадима Ляха закрыли в результате досудебного расследования. Такое решение было вынесено в прокуратуре г. Артемовска 9 декабря.

Источник: http://tvplus.dn.ua/pg/news/10/full/id=13502;","2014-12-18",352,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",290
"2709",13617,562673,"#Славянск

Не разминулись: «ДЭУ» врезалась в «ГАЗель»

Авария произошла на перекрестке улиц Свободы и Чубаря во вторник, 16 декабря.

Источник: http://tvplus.dn.ua/pg/news/10/full/id=13506;","2014-12-18",352,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",189
"2710",13619,562670,"#Славянск

В январе будем жить по 1/12 бюджета

Исполком принял решение о том, что в I квартале 2015 года поступления и расходы местной казны будут равны 1/12 части бюджета-2014.

Источник: http://tvplus.dn.ua/pg/news/7/full/id=13499;","2014-12-18",352,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",234
"2711",13620,562669,"#Славянск

И.О мэра Славянска провёл брифинг с журналистами города 

В Славянске сегодня состоялся брифинг, тема которого – отчёт по итогам проведённой работы на должности исполняющего обязанности мэра Олега Зонтова. На сегодняшний день официально в должности и.о. мэра Олег Зонтов пребывает чуть более месяца. 

Источник: http://www.6262.com.ua/news/693504","2014-12-18",352,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",357
"2712",13621,562667,"#Славянск

19 декабря официальное открытие новогодней ёлки на центральной площади.

В 15:00 запланированы праздничные мероприятия для детей. 

Исполняющая обязанности начальника отдела культуры Оксана Гусейнова обещает весёлую и разнообразную программу. Кроме того, в нескольких учреждениях города пройдут отдельные праздничные программы.

Источник: http://www.6262.com.ua/news/692719","2014-12-18",352,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",384
"2713",13623,562652,"#Славянск

В Славянске на вокзале устроили поножовщину 

Работниками транспортной милиции Славянска «по горячим следам» задержан мужчина, который едва не убил своего товарища по употреблению крепких напитков.

Подробнее: http://www.6262.com.ua/news/693181","2014-12-18",352,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",255
"2714",13589,562912,"#Славянск  

Прокуратура подала апелляцию на решение суда по делу экс-мэра Славянска Нели Штепы

Харьковская областная прокуратура подала апелляцию на решение суда по делу бывшего мэра Славянска Нели Штепы. Об этом сообщила пресс-секретарь прокуратуры Харьковской области Вита Дубовик, передает УНН.

Источник:http://slavgorod.com.ua/news/article/1808/","2014-12-19",353,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",352
"2715",13591,562909,"#Славянск 

В День Святого Николая в Славянске зажглись огни на главной елке города.

Сегодня в Славянске, в День Святого Николая состоялось торжественное открытие главной елки города. Посмотреть на новогоднюю красавицу и сказать волшебную фразу «Раз, два, три, елочка гори», собралось множество славянцев. Вместе с и.о мэра Славянска Олегом Зонтовым дружным хором дети и взрослые зажгли городскую елку.

Источник:http://slavgorod.com.ua/news/article/1807/","2014-12-19",353,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",456
"2716",13592,562907,"#Славянск 

В Славянском городском отделе милиции профессиональный праздник отметили скромно
19 декабря в Славянского городском отделе милиции прошло торжественное мероприятие, посвященное 23-й годовщине Дня милиции Украины.
Источник:http://slavdelo.dn.ua/2014/12/19/v-slavyanskom-gorodskom-otdele-militsii-professionalnyiy-prazdnik-otmetili-skromno/","2014-12-19",353,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",350
"2717",13593,562906,"#Славянск 

Пуск Славянской ТЭС намечен на вторую половину января 2015 года
Славянская ТЭС получила трансформатор мощностью 1 млн кВА на замену поврежденного в ходе боевых действий.

Источник:http://slavdelo.dn.ua/2014/12/19/slavyanskaya-tes-poluchila-novyiy-transformator/","2014-12-19",353,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",273
"2718",13594,562865,"#Славянск

Славянск, перспективы экономического развития 

 И.о. мэра Славянска сообщил о том, что встречаясь с директорами крупных предприятий, те отмечали уменьшение количества сотрудников, соответственно снижение производства. Если, например, хлебокомбинат до военных действий давал 30 тонн хлеба в сутки, то сейчас 3.5 - 5 тонн. Количество частных предпринимателей в начале года составляло 7800 человек, сейчас 5000 человек. 

Источник: http://www.6262.com.ua/news/694291","2014-12-19",353,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",475
"2719",13596,562860,"#Славянск
Восстановление жилья и проекты по застройке в Славянске. 

На прошедшей встрече журналистов и исполняющего обязанности  городского головы была затронута тема восстановления разрушенного жилья и строительства нового, для тех, у кого жильё не подлежит восстановлению.

Источник:http://www.6262.com.ua/news/693752","2014-12-19",353,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",320
"2720",13597,562859,"#Славянск
Славянск «поселился» в AppStore и Android Market 

На сегодняшний день создано лучшее приложение  для жителей города - ""Славянск City Guide"" доступное в Android Market и AppStore.
Так утверждают разработчики.

Источник:http://www.6262.com.ua/news/693757","2014-12-19",353,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",263
"2721",13598,562851,"#Славянск
Необычные просьбы к Деду Морозу

1) Дорогой Дед Мороз, у меня есть фото, где ты в бане с 3мя снегурочками, список своих желаний вышлю следующим письмом.

2) Дорогой Дед Мороз, хочу чтоб в этот новый год, мне позвонил неизвестный номер и ошибся, но так ошибся, чтоб на всю жизнь.

3) Дорогой Дедушка Мороз, дочитай это сообщение до конца, это не спам - это реальная возможность заработать.

4) Дорогой Дедушка Мороз, подари моей подружке Оле, нового бойфренда, а старого, забери себе, в олени.

5) Дорогой Дед Мороз, я была хорошей девочкой весь год, ну иногда, ну пару раз, ой всё, сама все куплю.","2014-12-19",353,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",607
